index,status,disposition,source_drive_id,source_filename,destination_drive_id,destination_filename,source_sha256,clean_sha256,drive_md5,bytes_clean,metadata_clean,drive_readback_verified,sha256_readback_verified,product_type,person,p_orient,angle,variant,claim,perceptual_fingerprint,webViewLink
1,01_READY,UNIQUE_READY,1s0D9e6ytyGMgQL8Igcy5dU_S6Lq6UKns,1_95 US_SHEIN_EN_09-09  - LIVRO DE COLORIR  (INGLES) .mp4,1eGRTHdDcitLXNvJTWJlaXNlgFH8YD-Ds,SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_001.mp4,7dd603d91a6ab6150c4a46262262561d2730db35edbc1888f27b17caa580e5e7,458066e2d1f6df97330b75d119165adba57b856ac209b8d8c2ced686952e9fc3,6941470faec769d22ddab3d805d4fd7c,6860702,True,True,True,COLORING_BOOK,PERSON,PV,FREE_COLORING_BOOK,001,FREE COZY COLORING BOOK,dhash64:078784b830defcc1/9d07e62fafc3c72e/3801b07074b69e53,https://drive.google.com/file/d/1eGRTHdDcitLXNvJTWJlaXNlgFH8YD-Ds/view?usp=drivesdk
2,01_READY,UNIQUE_READY,1ouZLnoQHDcEFmZOuLQ_SLBfDJ4NtkNDX,1_112 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,1kWB14urNTQ5t1TksB5iMnx8uzNpnqjwS,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_001.mp4,41c862db45bac391dcaf3ff08aca45f9b506aeefa0d959b54331945900d867b7,6cc879b8d31af68fad039228dcd2447ec8d4037375382e515273b7fcefbc1735,df18c6c5a5a767f26cdb1aa3e6bb8263,1420541,True,True,True,SURPRISE_GIFT,NO_PERSON,NV,SURPRISE_GIFT,001,SHEIN SURPRISE GIFT; TAP TO CLAIM/REDEEM,dhash64:2bceccc80ec6d4cc/2bceccc80ec6d4cc/2bceccc80ec6d4cc,https://drive.google.com/file/d/1kWB14urNTQ5t1TksB5iMnx8uzNpnqjwS/view?usp=drivesdk
3,01_READY,UNIQUE_READY,14a3Z1PwirMJlyJVEVG86Vxye8vttx88S,2_105 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,1_KUtHZbtpZo5IDwREKsOBRwyO0QRvoZ2,SHEIN_US_EN_VID_FREE_EARPHONES_PV_001.mp4,a7aa9accc340abd42fc69705cf054745462d78b2d2bf15936816bd108cfc1d3b,9e77fc4fa4b99cd7763fc9d7900a0b52a6f4f4a484ba73690fbe7dd56d7da458,3082371bd970ca0ac902bb9c02bfa796,4917242,True,True,True,EARPHONES,PERSON,PV,FREE_EARPHONES,001,FREE EARPHONES,dhash64:e098343cac4f9f05/b97cfe7d6743961f/0f07c9e8e0491317,https://drive.google.com/file/d/1_KUtHZbtpZo5IDwREKsOBRwyO0QRvoZ2/view?usp=drivesdk
4,01_READY,UNIQUE_READY,1NOidvhNL-Cd_johcv36lwi7imVy7in-v,2_120 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,1sgYfKAaGGPzKVqwpLdXVahzV2dSpb_0V,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_002.mp4,a4599ad9166c2dcbc782af31f23ce859ef46a067c715ee84b7ce9d046b091d3e,93ac552901bd5ab2916643d4562944f5b99eed1f5e8fa00b18dc03a167b1f251,bffb31e0188cdb24e98db4e82c2081db,1839396,True,True,True,SURPRISE_GIFT,NO_PERSON,NV,SURPRISE_GIFT,002,SHEIN SURPRISE GIFT; TAP TO CLAIM/REDEEM,dhash64:8a8e83c1c19b8687/8a8e83c1c19b8687/8a8e83c1c19b8687,https://drive.google.com/file/d/1sgYfKAaGGPzKVqwpLdXVahzV2dSpb_0V/view?usp=drivesdk
5,01_READY,UNIQUE_READY,1oVjmO6WjqmbayKVOqEUqSSI84jlQXkCU,3_106 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,1kpDPrIQpp4JQLP02p0eXllrRXRFQhik8,SHEIN_US_EN_VID_FREE_EARPHONES_PV_002.mp4,3d891653431830a75017ee9fc2d10946827625262aba20f09c278400fd8c0c00,38395f364828082351295b0269f7db53c9fa304b37d904d7e4fdcee9cd0f89c2,e0a241c98dae58dff2ad3f066c1e357c,5957985,True,True,True,EARPHONES,PERSON,PV,FREE_EARPHONES,002,FREE EARPHONES,dhash64:c6c3b3ebc1013930/1f1b985d1c9fffa9/11a4eec9ece8e082,https://drive.google.com/file/d/1kpDPrIQpp4JQLP02p0eXllrRXRFQhik8/view?usp=drivesdk
6,01_READY,UNIQUE_READY,1qn7G6rOrPDHBXb1p8J3c03B3gmF2GnFR,3_113 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,1i37VFxRi8TmCGemjSIMGO06QsXtv5hP1,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_003.mp4,99c174235ba57479c0bf2ee4e630d01089c6dd16ad84580571df45e344545efd,54de8e3402df4f2882eb42b95a3f9a8faca7949f1e1f5cd0e0fc2503ecba67f4,ed2e5819e991d2a2b6066cb2ed424555,1312506,True,True,True,SURPRISE_GIFT,NO_PERSON,NV,SURPRISE_GIFT,003,SHEIN SURPRISE GIFT; TAP TO CLAIM/REDEEM,dhash64:8c07074bcacc0f0b/8c07074bcacc0f0b/8c07074bcacc0f0b,https://drive.google.com/file/d/1i37VFxRi8TmCGemjSIMGO06QsXtv5hP1/view?usp=drivesdk
7,01_READY,UNIQUE_READY,1uFgxtD1ga_sss34-0T9SwwFShYP1mZjz,4_96 US_SHEIN_EN_09-09  - LIVRO DE COLORIR  (INGLES) .mp4,1GoX59Q39H52cNBqeqcy6fRVmJ6GzBjW5,SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_002.mp4,453e78764d1c4e2532af083fcf9ffb1ad334f20f1abf8b8222a140f4776069ea,e691cc77244d46fdf9594edd6da038f5b1091ae609ae57ad6895d8e041eef152,1ef63d91ae9eab904743d169aea0c978,7073834,True,True,True,COLORING_BOOK,PERSON,PV,FREE_COLORING_BOOK,002,FREE COZY COLORING BOOK,dhash64:1cdd2b3a8fc738e1/ce826f173f83c427/0f6d2b7874b41221,https://drive.google.com/file/d/1GoX59Q39H52cNBqeqcy6fRVmJ6GzBjW5/view?usp=drivesdk
8,01_READY,UNIQUE_READY,16BA0x5Elbpiu2X3iQC78yIS2t_unZ3I5,4_125 US_SHEIN_EN_09-09  - BRINQUEDO MAGNETICO (INGLES) .mp4,1n13hnZz7CBenlPUiR6keWcHve-3e9ARO,SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_001.mp4,258b97ec41f55c660deaeb8321e4f6f2ea5c80814f3fd4a6eacf26067c9cc161,8f8ac69649611d66a9b048cf3cb12bc98182977fc5a67cf182972ef7744cf095,e2742478212daad7dd6e3e986da95b6f,5656751,True,True,True,MAGNETIC_TILES,PERSON,PV,FREE_MAGNETIC_TILES,001,FREE MAGNETIC TILES,dhash64:c0040c9e91c86853/7218d13171053184/e4605213f6c1e0c8,https://drive.google.com/file/d/1n13hnZz7CBenlPUiR6keWcHve-3e9ARO/view?usp=drivesdk
9,01_READY,UNIQUE_READY,1B4kTHvirQw1ztQqQORyaa3nc7LTaDQG0,5_99 US_SHEIN_EN_09-09  - VENTILADOR PORTATIL  (INGLES) .mp4,1iUjZ49seNwT7AIvhor6YjBaNM5AMD4qf,SHEIN_US_EN_VID_FREE_MINI_FAN_PV_001.mp4,a5b9aa2d5de595d73ef5d11f8e05e967c8172c693c64d86e10785b2c77875c9e,02041a2f2768921a29b1fbf942e0fa8a3a3b7afe183b3c357ea7f1a147a7c4d1,d09e5bebed8ecc88934d748671132c48,30466069,True,True,True,MINI_FAN,PERSON,PV,FREE_MINI_FAN,001,FREE MINI FAN,dhash64:cd34253c70f0e2c3/cd342538f091810f/0c303199bc3cccbc,https://drive.google.com/file/d/1iUjZ49seNwT7AIvhor6YjBaNM5AMD4qf/view?usp=drivesdk
10,01_READY,UNIQUE_READY,1YSWHLZWEcUpPJwAo4ofSf125Rq1IIZTn,5_118 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,19lky1Cr_dJLNsFy_uP5xw1vgpZ-_gkHZ,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_004.mp4,ed6993ad1f2be47cd208eca428e71c528efaaa9e66844b4635721c63534e3de6,6b3a3c50a0482801ca0727e21657b48f1a17bdc76b614ff91569dd8dba7fe8e5,e67e97a7969cb057e0c1d49932147df0,1407760,True,True,True,SURPRISE_GIFT,NO_PERSON,NV,SURPRISE_GIFT,004,SHEIN SURPRISE GIFT; TAP TO CLAIM/REDEEM,dhash64:0f0f0eec4d4d0f0f/0f0f0eec4d4d0f0f/0f0f0eec4d4d0f0f,https://drive.google.com/file/d/19lky1Cr_dJLNsFy_uP5xw1vgpZ-_gkHZ/view?usp=drivesdk
