Data,Site,Vertical,Gestor,Conta_FB,Gasto,Receita
2026-07-01,cliquet.com,us-cc-en,g002-d,,0.0,0.008508
2026-07-01,creditoparaveiculo.com,br-car-br,g002-d,Creditoparaveiculo-BR-CAR-BR-02-G002,364.52,371.592125465245
2026-07-01,creditoparaveiculo.com,br-car-br,g003-d,Creditoparaveiculo-BR-CAR-BR-04-G003,84.12,49.51561768287
2026-07-01,creditoparaveiculo.com,br-car-br,g005-d,Creditoparaveiculo-BR-CAR-BR-03-G005,47.04,45.75508518092601
2026-07-01,creditoparaveiculo.com,br-car-br,g006-d,Creditoparaveiculo-BR-CAR-BR-05-G006,12.42,4.001851006885
2026-07-01,de.newsoun.com,de-cc-de,g005-d,,0.0,7.2621519999999995
2026-07-01,eggbev.com,us-cc-en,g006-d,,0.0,346.19258199999985
2026-07-01,finance.topfeed.fun,gb-cc-en,g004-d,,0.0,0.082446
2026-07-01,finance.topfeed.fun,us-cc-en,g004-d,,0.0,129.68215500000005
2026-07-01,finance.wantabrand.com,gb-cc-en,g001-d,,0.0,88.41
2026-07-01,financeadx.com,ca,g006-d,,0.0,0.9344760450212086
2026-07-01,financeadx.com,mx,g006-d,,0.0,7.386169104985867
2026-07-01,financeadx.com,za,g006-d,,0.0,0.32793740099209623
2026-07-01,finanzas.cliquet.com,us-cc-es,g002-d,,0.0,25.650499
2026-07-01,finanzas.eggbev.com,us-cc-es,g006-d,,0.0,14.794273
2026-07-01,finanzas.lyzmo.com,us-cc-es,g006-d,,0.0,2.5856670000000004
2026-07-01,finanzas.newsoun.com,us-cc-es,g005-d,,0.0,4.5158320000000005
2026-07-01,finanzas.openzed.com,es-cc-es,g003-d,,0.0,266.5954050000001
2026-07-01,finanzas.openzed.com,us-cc-es,g003-d,,0.0,172.27767800000007
2026-07-01,finanzas.topfeed.fun,us-cc-es,g004-d,,0.0,401.45618199999996
2026-07-01,finanzas.zuout.com,us-cc-es,g002-d,,0.0,85.11779
2026-07-01,finanzas.zytiva.com,us-cc-es,g003-d,,0.0,7.329256999999999
2026-07-01,fincgriffin.com,us-car-en,g004-d,,0.0,0.38359343847
2026-07-01,fincgriffin.com,us-car-en,g005-d,,0.0,0.00683202562
2026-07-01,fincgriffin.com,us-car-en,g006-d,,0.0,0.24803293012
2026-07-01,gamezonead.com,br-game-br,g001-d,,0.0,2550.075011545433
2026-07-01,gamezonead.com,br-game-br,g002-d,Mattei 1 (Google Ads - BRL),7053.1,2.1079735048710004
2026-07-01,gamingadx.com,us-game-en,g002-d,Gamingadx-US-01 (Google Ads - BRL),208.28,0.0
2026-07-01,helixenit.com,de,g005-d,,0.0,0.5117483610141917
2026-07-01,helixenit.com,mx,g005-d,Helixenit-MX-CC-ES-01,283.89,3.5470773609638444
2026-07-01,helixenit.com,us,g005-d,,0.0,1.905341315793281
2026-07-01,infinitynexx.com,mx,g004-d,,0.0,0.6148200867871758
2026-07-01,infinitynexx.com,us,g004-d,,0.0,4.43075153613719
2026-07-01,lyzmo.com,us-cc-en,g006-d,,0.0,121.31224999999998
2026-07-01,marevelx.com,de,g001-d,,0.0,30.80995192711591
2026-07-01,newsoun.com,gb-cc-en,g005-d,,0.0,20.498842
