index,status,disposition,source_drive_id,source_filename,destination_drive_id,destination_filename,source_sha256,clean_sha256,drive_md5,bytes_clean,metadata_clean,drive_readback_verified,sha256_readback_verified,product_type,person,p_orient,angle,variant,claim,perceptual_fingerprint,webViewLink
1,01_READY,UNIQUE_READY,1WLXswik8pyhSLY9sknliDYhKu2jJ1eQO,1_134 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR  (INGLES) .mp4,1HMcbSfOhOYjAp0HNEZ8AEQ4cQqUZxx4C,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_001.mp4,74a47422227d6f8c5a95922eb1856c0631f9d50b3970f40f3ece95302bc03b72,d35dbb42b18c768a16f7ffe2ee67451176746bf39d94f1375581ecab9ae550b8,391eaf7690763091b993ae5217467a73,5119284,True,True,True,HAIR_CLIPPERS,PERSON,PV,FREE_HAIR_CLIPPERS,001,FREE HAIR CLIPPERS,dhash64:70784ccd88040570/d63e9db93810b0f0/330d0d151404170b,https://drive.google.com/file/d/1HMcbSfOhOYjAp0HNEZ8AEQ4cQqUZxx4C/view?usp=drivesdk
2,01_READY,UNIQUE_READY,1s6Kimo9q3i-eMRFjYUjJPYiw-8C0V5D6,1_150 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,17WfOffe114I2KBHHttHFPc68-RWjGOZ7,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_001.mp4,da561007f38cc90cc6f4f36576893811384d1c9b4e3b49fef9df524861bff999,76175e8933525abfb8d71d8a2b91d5ecda9d6970308c6569583bac097ca8d15d,0498a5dceb436df94487fcf6f51186f9,4348368,True,True,True,LED_FACE_MASK,PERSON,PV,FREE_LED_FACE_MASK,001,FREE LED FACE MASK,dhash64:3366c6c6c7c33316/336246c6c7c71312/480f031b038f1f03,https://drive.google.com/file/d/17WfOffe114I2KBHHttHFPc68-RWjGOZ7/view?usp=drivesdk
3,01_READY,UNIQUE_READY,1V0tfAS74OuXx-GNWVeH02hMyk1EYiQyf,2_132 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,1CgLNrHv1qzE-ZbTyQpYlofj_6MCFMXEB,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_001.mp4,95c3a689ac0009bb30d5b56330d7781c70575e750b7ef00115f335f07a2fa8f8,d8ccada52b0e7686b8fd100b278b04d9b51863a55c1c72b7ac7109e79a072344,cd7326f5694bd88d552fcf8eef4e8f72,5819536,True,True,True,MAKEUP_BAG,PERSON,PV,FREE_MAKEUP_BAG,001,FREE MAKEUP BAG,dhash64:43f3430970e19199/64ccccc4cccb4ecc/33292121e0c88d0f,https://drive.google.com/file/d/1CgLNrHv1qzE-ZbTyQpYlofj_6MCFMXEB/view?usp=drivesdk
4,01_READY,UNIQUE_READY,1YeuRcXJxivqhTLUGsz_X2129ATb88zXd,2_146 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,1P9bZG9sIvGiQ81vCB9UsT1Ku5N682P-W,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_002.mp4,fa611c5d8a285e533979724775f8f3ccababeecd4350bd3377122787d2f2657e,0e9f898d46f7b035fe17f617844dce526a8532c9a617158cdc9914ba4ece2d9f,c7582ec742015ba9d84224ec9686155c,4621423,True,True,True,LED_FACE_MASK,PERSON,PV,FREE_LED_FACE_MASK,002,FREE LED FACE MASK,dhash64:e0c84c0646833313/010110700e860604/073c5c7c7ccd71b4,https://drive.google.com/file/d/1P9bZG9sIvGiQ81vCB9UsT1Ku5N682P-W/view?usp=drivesdk
5,01_READY,UNIQUE_READY,1zRc-7l8wEleejW885AmRfkvC3XWRIdZC,3_128 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,1AQVqHBpruJZmtmwi_EtQhJty-qw3X3Ni,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_002.mp4,218539663f2411c35b84070b124a5f8339e4ae1bc4e0d00579d83f46c448aa90,a8d411f265bd7d0aab0ee028392babccb846e82de30cc7ae05f44b89aecb2241,d44b1e9c176396dfb3b2511e66807505,5399975,True,True,True,MAKEUP_BAG,PERSON,PV,FREE_MAKEUP_BAG,002,FREE MAKEUP BAG,dhash64:32c3c5c4b89ca4f8/f1f3c393c3c72c6f/c6c7074cc4ec45d9,https://drive.google.com/file/d/1AQVqHBpruJZmtmwi_EtQhJty-qw3X3Ni/view?usp=drivesdk
6,01_READY,UNIQUE_READY,1XAQoaA4ryqqVZY0ivO7wke96CttPb6QC,3_148 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,1cEOCe8Uq-vxvYMRc2ovdgtSlRLMK1ob_,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_003.mp4,bd30d38ea8ba7c7f2249d2bba7fd7564386ce7c6c7b281fc00e8fdc7d6e799a5,d9bc31da00a87954ce95886927dc937dd0bb0f30ef9c6a0f0e1804e2091fba36,e08035e54057eff67e88bb985a3cc44f,4459555,True,True,True,LED_FACE_MASK,PERSON,PV,FREE_LED_FACE_MASK,003,FREE LED FACE MASK,dhash64:43f90c060e09d93d/036070332301091c/071f1cdc6c21230f,https://drive.google.com/file/d/1cEOCe8Uq-vxvYMRc2ovdgtSlRLMK1ob_/view?usp=drivesdk
7,01_READY,UNIQUE_READY,1oxQBiMHEHQodMGSt8fq4dbEJKuGDTybx,4_136 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR  (INGLES) .mp4,1t9E_BN8ymuDlvAzHnh5Et8_BRTjPn-Zp,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_002.mp4,addce74d590c7252ccc91594ddc04c4d72bec2c3107d80f3cebb80551a209db0,ef29622de19e1acc6e1fef7c72d236806fa89c19e960dec7289a844be2eb9536,36186849843b1ec9580ac32ddd660a74,4925853,True,True,True,HAIR_CLIPPERS,PERSON,PV,FREE_HAIR_CLIPPERS,002,FREE HAIR CLIPPERS,dhash64:09086b2120303179/5d4e4860f8f1b8b8/dcf37372333271e8,https://drive.google.com/file/d/1t9E_BN8ymuDlvAzHnh5Et8_BRTjPn-Zp/view?usp=drivesdk
8,01_READY,UNIQUE_READY,1KmVOBuWokutUzp1Mpv6cy5jipBLMXs6z,4_149 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,1eqbqWKzonaMPhw61ZcDiXPEsPZymL4sm,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_004.mp4,b6c123704c6d5be4b5a053f2970dde2e54857714ede07a54162eca2b67e2af8e,5c27a818074afbaf5945328a981802ea0484a8c84e60faccc8c74013c6e98399,c5759130c1935f9f7916160116b1427a,4457356,True,True,True,LED_FACE_MASK,PERSON,PV,FREE_LED_FACE_MASK,004,FREE LED FACE MASK,dhash64:f0dc9ebebc993e7f/f09c9e3eac9c3c77/0b0f1c3c6cc1230f,https://drive.google.com/file/d/1eqbqWKzonaMPhw61ZcDiXPEsPZymL4sm/view?usp=drivesdk
9,01_READY,UNIQUE_READY,1FxRy4sVg1aezws-pDjOUb33IPzFojkTF,5_140 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,1w17y-XQqPx45080IdTnD4QsNoHfgCQUy,SHEIN_US_EN_VID_FREE_MASSAGER_PV_001.mp4,906f230c061bb9c15abb7c4e5fd3869cd27f004ecc165a26bb5e7a41b38583c1,27c99d066e8282f1cb9cc91c0cce14d92379fdcc83bf346fba4155028d6fafbd,dcd15a8eed335fa49770a493dc55315e,4435837,True,True,True,MASSAGER,PERSON,PV,FREE_MASSAGER,001,FREE MASSAGER,dhash64:e9786960d8143676/34c8c43311302e0b/bfbf63713330b133,https://drive.google.com/file/d/1w17y-XQqPx45080IdTnD4QsNoHfgCQUy/view?usp=drivesdk
10,01_READY,UNIQUE_READY,1Y5ZmYS9aqv2RX_5I3s8RD3EHIqmn6S_t,5_145 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,1iHS8iCpeDO6TfAA1dK_tQHppZ3IjfLtR,SHEIN_US_EN_VID_FREE_MASSAGER_PV_002.mp4,f6a4177ca43314cc12e2cb63ab81a33a0d22cd553be312a807f32accfcef5549,6bf89241126661521366e6c9353fcc9cfb480ac9575cc293abc111d36a733960,4edcd0822f1f129ee1cfd6d6c71ac64e,4372039,True,True,True,MASSAGER,PERSON,PV,FREE_MASSAGER,002,FREE MASSAGER,dhash64:e0f0f3e6f0f08180/6420904d60bc0ef3/0707c1f132f2d230,https://drive.google.com/file/d/1iHS8iCpeDO6TfAA1dK_tQHppZ3IjfLtR/view?usp=drivesdk
