Data,Site,Vertical,Gestor,Conta_FB,Gasto,Receita
2026-06-30,cliquet.com,us-cc-en,g002-d,,0.0,3.070906
2026-06-30,creditoparaveiculo.com,br-car-br,g002-d,Creditoparaveiculo-BR-CAR-BR-02-G002,295.26,346.21150628828
2026-06-30,creditoparaveiculo.com,br-car-br,g003-d,Creditoparaveiculo-BR-CAR-BR-01-G003,20.95,21.923831014058003
2026-06-30,creditoparaveiculo.com,br-car-br,g005-d,Creditoparaveiculo-BR-CAR-BR-01-G005,14.2,15.709303709668
2026-06-30,de.newsoun.com,de-cc-de,g005-d,,0.0,43.859488000000006
2026-06-30,eggbev.com,us-cc-en,g006-d,,0.0,50.52700099999998
2026-06-30,finance.topfeed.fun,gb-cc-en,g004-d,,0.0,7.453823
2026-06-30,finance.topfeed.fun,us-cc-en,g004-d,,0.0,9.010371999999998
2026-06-30,financeadx.com,ca,g006-d,,0.0,6.432312997865841
2026-06-30,financeadx.com,mx,g006-d,,0.0,2.4092355970367434
2026-06-30,financeadx.com,us,g006-d,,0.0,0.03556829237365907
2026-06-30,financeadx.com,za,g006-d,,0.0,0.4105109822097664
2026-06-30,finanzas.cliquet.com,us-cc-es,g002-d,,0.0,21.237254
2026-06-30,finanzas.lyzmo.com,us-cc-es,g006-d,,0.0,0.809914
2026-06-30,finanzas.newsoun.com,us-cc-es,g005-d,,0.0,0.638574
2026-06-30,finanzas.openzed.com,es-cc-es,g003-d,,0.0,247.32062300000007
2026-06-30,finanzas.openzed.com,us-cc-es,g003-d,,0.0,89.02088800000001
2026-06-30,finanzas.topfeed.fun,us-cc-es,g004-d,,0.0,7.410613000000001
2026-06-30,finanzas.zuout.com,us-cc-es,g002-d,,0.0,28.942516
2026-06-30,finanzas.zytiva.com,us-cc-es,g003-d,,0.0,5.693228
2026-06-30,fincgriffin.com,us-car-en,g001-d,,0.0,7.36502761875
2026-06-30,fincgriffin.com,us-car-en,g003-d,,0.0,1.17973242398
2026-06-30,fincgriffin.com,us-car-en,g004-d,,0.0,0.3200012
2026-06-30,fincgriffin.com,us-car-en,g006-d,,0.0,0.78988296205
2026-06-30,gamezonead.com,br-game-br,g001-d,,0.0,1797.565062443706
2026-06-30,gamezonead.com,br-game-br,g002-d,Mattei 1 (Google Ads - BRL),4551.05,2.2789461460159997
2026-06-30,gamingadx.com,us-game-en,g002-d,Gamingadx-US-01 (Google Ads - BRL),172.41,0.0
2026-06-30,helixenit.com,de,g005-d,,0.0,2.109465997092247
2026-06-30,helixenit.com,mx,g005-d,Helixenit-MX-CC-ES-01,375.18,162.5490143966883
2026-06-30,helixenit.com,us,g005-d,,0.0,2.779337208068039
2026-06-30,infinitynexx.com,mx,g004-d,,0.0,3.0881309880099552
2026-06-30,infinitynexx.com,us,g004-d,,0.0,0.2684912306901239
2026-06-30,lyzmo.com,gb-cc-en,g006-d,,0.0,0.863205
2026-06-30,lyzmo.com,us-cc-en,g006-d,,0.0,49.380269000000006
2026-06-30,marevelx.com,de,g001-d,,0.0,28.947335262488664
2026-06-30,marevelx.com,us,g001-d,,0.0,2.0566289175078114
2026-06-30,newsoun.com,gb-cc-en,g005-d,,0.0,35.997405
2026-06-30,newsoun.com,us-cc-en,g005-d,,0.0,282.406945
2026-06-30,openzed.com,gb-cc-en,g003-d,,0.0,144.719055
2026-06-30,openzed.com,us-cc-en,g001-d,,0.0,1.138452
2026-06-30,openzed.com,us-cc-en,g003-d,,0.0,1018.4872720000003
2026-06-30,seuprimeiroempregoam.com,us-job-en,g006-d,,0.0,0.024872
2026-06-30,vizioid.com,us,g002-d,,0.0,0.1284476848140415
2026-06-30,xyvlov.com,de,g003-d,,0.0,123.0099112272399
2026-06-30,xyvlov.com,mx,g003-d,,0.0,0.115454047477372
2026-06-30,xyvlov.com,us,g003-d,,0.0,0.170910537072393
2026-06-30,zuout.com,us-cc-en,g002-d,,0.0,9.060626999999998
2026-06-30,zytiva.com,gb-cc-en,g003-d,,0.0,66.214287
2026-06-30,zytiva.com,us-cc-en,g003-d,,0.0,44.66784600000001
