index,status,disposition,source_drive_id,source_filename,destination_drive_id,destination_filename,source_sha256,clean_sha256,drive_md5,bytes_clean,metadata_clean,drive_readback_verified,sha256_readback_verified,product_type,person,p_orient,angle,variant,claim,perceptual_fingerprint,webViewLink
1,01_READY,UNIQUE_READY,1-vbXwWEE-gKaAQkrcZufhbksKdXhi7wm,1_34 US_SHEIN_EN_04-09  - SUPORTE CELULAR  (INGLES) .mp4,11uXjhDot2DkBCIshVWnjDTPw3-rKRs1k,SHEIN_US_EN_VID_FREE_PHONE_HOLDER_PV_001.mp4,eb6045c59b99485ca803412d7c75070a93552d8cc0a3144de2c76d74dc2761d1,5fdc14c7eedd5e7fa74b3b710353b742fc903f8f4cfb75add7f06ee741ba5bc3,75c1c5ecc4e3d6ff43eda448135a11de,4615053,True,True,True,PHONE_HOLDER,PERSON,PV,FREE_PHONE_HOLDER,001,FREE PHONE HOLDER,dhash64:b01df061f26a890e/00dcf0703270780f/2120d0c0f071e007,https://drive.google.com/file/d/11uXjhDot2DkBCIshVWnjDTPw3-rKRs1k/view?usp=drivesdk
2,01_READY,UNIQUE_READY,1DCQ6mY6ZRK5HXicf3FflEPnyT7XTaahR,1_59 US_SHEIN_EN_04-09  - DRONE (INGLES) .mp4,1Ywd423l-T4_IuYV7MpUmr2TDZc4aCbbg,SHEIN_US_EN_VID_FREE_DRONE_PV_001.mp4,297e047722c8a702e42b059481ce4ccada04281960a68f5b20901a8f33dafd4a,2240a3cbf23492128637037dda10a2539d2752d89b336d0b5933a486438df76a,570638923dd2ae94f9140a7ca43d4cd3,6009453,True,True,True,DRONE,PERSON,PV,FREE_DRONE,001,FREE DRONE,dhash64:892f27eb3c380967/000004d0f83cf0f9/00000df2d03c7fe7,https://drive.google.com/file/d/1Ywd423l-T4_IuYV7MpUmr2TDZc4aCbbg/view?usp=drivesdk
3,01_READY,UNIQUE_READY,1HyOyVg8UMLkI-Ne8HQ5OIBAgdf1Oit-t,2_46 US_SHEIN_EN_04-09  - ROBO ASPIRADOR  (INGLES) .mp4,1O1aoq0kxwH-LR_-IeivKXhIjImE4ZmbS,SHEIN_US_EN_VID_FREE_ROBOT_VACUUM_PV_001.mp4,c8456398b5cd3564c4c81dc16479935217e98ad16d39b773004cd874ad6d6d0e,48c01f6306d47ab9e547f102a054dc46f7c9b63ad94722f7a583f4bac315701e,8ce7b391e341068643343b4057a0b201,4649126,True,True,True,ROBOT_VACUUM,PERSON,PV,FREE_ROBOT_VACUUM,001,FREE ROBOT VACUUM,dhash64:381c832723333bba/0c2e43c2c2bd6567/072723539efcbdc3,https://drive.google.com/file/d/1O1aoq0kxwH-LR_-IeivKXhIjImE4ZmbS/view?usp=drivesdk
4,01_READY,UNIQUE_READY,1801YD3yMLf1FpPdJbZvUwYkj5yzG0ggA,2_63 US_SHEIN_EN_04-09  - DRONE (INGLES) .mp4,1b7xPRCysTTW4BBa2Niv3ZQ0Silj3oynY,SHEIN_US_EN_VID_FREE_DRONE_PV_002.mp4,57050abcc15bbb991675de1a1ee1836673350447aff7a213f4a837d26a6cd7b3,47f41393f2499b9e98cb5d4973c568c3b926bf0970ed940a9237028acc242986,ab09939f52ac8ac2d7a75e9ca638d129,4925192,True,True,True,DRONE,PERSON,PV,FREE_DRONE,002,FREE DRONE,dhash64:01236186cde3f81c/000004b8bb274646/00000f33f1c68002,https://drive.google.com/file/d/1b7xPRCysTTW4BBa2Niv3ZQ0Silj3oynY/view?usp=drivesdk
5,01_READY,UNIQUE_READY,1vutjSVgkaWltibe4ig7fjo_pbtZ6Jbz2,3_55 US_SHEIN_EN_04-09  - DRONE (INGLES) .mp4,1SZGI7hnp3z5UXk0dctkHRq6nP07HZsMe,SHEIN_US_EN_VID_FREE_DRONE_NV_001.mp4,874a385e08904f9c027ceac0e961599e0b0f83ffec470eae80c134cec35e27a8,204134d89671cf64efe0cc71077c998de50aad0aac96fd54a70294642eca3d5b,7977f4731762af363e057ab8b7316c6f,5736626,True,True,True,DRONE,NO_PERSON,NV,FREE_DRONE,001,FREE DRONE,dhash64:ffff3fb94823c5b1/fb4f666b0123fcc0/fd8f1e6061c7270b,https://drive.google.com/file/d/1SZGI7hnp3z5UXk0dctkHRq6nP07HZsMe/view?usp=drivesdk
6,01_READY,UNIQUE_READY,1HTQ3lpIkZRxTCk30jbjZ9-DAlhyteC0R,3_60 US_SHEIN_EN_04-09  - DRONE (INGLES) .mp4,1Bflbtx8JsJmRxUgPOjwFwie6Th94YYEX,SHEIN_US_EN_VID_FREE_DRONE_PV_003.mp4,8f8fedd2c39f539f39af420be31316fdc655876603033219c639b787ec08ec0b,bc58945d38a2cafd03401343a27e6d14a0a1e267f66c075ff7d0683ca4427be8,47f41c9a5487085d8132a0460623c6c0,5933814,True,True,True,DRONE,PERSON,PV,FREE_DRONE,003,FREE DRONE,dhash64:012464761b277319/006090246423613a/000005363f27fb76,https://drive.google.com/file/d/1Bflbtx8JsJmRxUgPOjwFwie6Th94YYEX/view?usp=drivesdk
7,01_READY,UNIQUE_READY,1gKhr8kSC2C-SZOK9R9BHThaatCyyQ1jz,4_41 US_SHEIN_EN_04-09  - SUPORTE CELULAR  (INGLES) .mp4,1zCywo95qZjkSVr62ksYdZmRS73mSaXqT,SHEIN_US_EN_VID_FREE_PHONE_HOLDER_PV_002.mp4,7824d2c0303d910b5cf765c0f1f738995a9c81543e1605d2aa75f4f185a439ce,b8bdbefbc3792f606d8600240ea648ecafa2807ad42c17ce718e63c302c54000,0b33eca6067ab7fea209e67acc9d0f20,4975432,True,True,True,PHONE_HOLDER,PERSON,PV,FREE_PHONE_HOLDER,002,FREE PHONE HOLDER,dhash64:c9a9eb6b33310361/c9a9b3f399b1e171/e4ead386f471f1ec,https://drive.google.com/file/d/1zCywo95qZjkSVr62ksYdZmRS73mSaXqT/view?usp=drivesdk
8,01_READY,UNIQUE_READY,15gBRK0fyIuv-wNbAthTRsMPe67Ii8gC7,4_56 US_SHEIN_EN_04-09  - DRONE (INGLES) .mp4,1PH7lzgGfCDravxn_DxOhrNnaQ-QIowHx,SHEIN_US_EN_VID_FREE_DRONE_NV_002.mp4,d83fe719a92fdd40743820b01377d044eeb3eb4df05dc09462402c0ad4d31d02,163adf2823103626b2cc8a42447a978c5dabeadfc42cbff64f2ae48df0e16c5e,94c89666feb42911ed8fb7d496fc8745,5375011,True,True,True,DRONE,NO_PERSON,NV,FREE_DRONE,002,FREE DRONE,dhash64:0000202889a33966/78fe730301231008/0f130da3b2a6463c,https://drive.google.com/file/d/1PH7lzgGfCDravxn_DxOhrNnaQ-QIowHx/view?usp=drivesdk
9,01_READY,UNIQUE_READY,1568vaO7TvG2sWpoxhJVamQS1EXJ16YIe,5_48 US_SHEIN_EN_04-09  - ROBO ASPIRADOR  (INGLES) .mp4,1gVZHtB5hi4n4F59wwy2Agr4iuxNGWxur,SHEIN_US_EN_VID_FREE_ROBOT_VACUUM_NV_001.mp4,74119f5c14d62aeeca8aef08f7a1c9e6656eebb6b5306ef3e16b27c9a0bc0ddd,aaac99ed177579bc71cc14628bd16523190fe2ef32b09e6192b876eba093feed,40704019b997a1ca4ac1f15afbb712b1,4891437,True,True,True,ROBOT_VACUUM,NO_PERSON,NV,FREE_ROBOT_VACUUM,001,FREE ROBOT VACUUM,dhash64:b131230f29c00010/7f7733bdfcd77b59/6c66236cae883030,https://drive.google.com/file/d/1gVZHtB5hi4n4F59wwy2Agr4iuxNGWxur/view?usp=drivesdk
10,01_READY,UNIQUE_READY,1A6FhbVBoooIHmoj5cjeJ7aLHtxTMnSxl,5_58 US_SHEIN_EN_04-09  - DRONE (INGLES) .mp4,1ejw8oXgHx6FCEks2fMCKR9k8_vYQSf2t,SHEIN_US_EN_VID_FREE_DRONE_PV_004.mp4,3d4a8636434f02559f4da54d14153e2fca4691678e03805dee5d3006cad10e81,8bceea4812c0d87f42209370200972e34bce6837084da551abf545dfc5b3a65c,d4a4ddce8f736162f545a579db9dd806,4911167,True,True,True,DRONE,PERSON,PV,FREE_DRONE,004,FREE DRONE,dhash64:0762a23b877cff28/00023ecce73f78ff/0026fce5373ff97e,https://drive.google.com/file/d/1ejw8oXgHx6FCEks2fMCKR9k8_vYQSf2t/view?usp=drivesdk
