index,status,source_drive_id,source_filename,destination_drive_id,destination_filename,source_sha256,clean_sha256,bytes_clean,metadata_clean,drive_readback_verified,sha256_readback_verified,person,p_orient,angle,variant,claim,reason,webViewLink
1,01_READY,1dO98RRsY22Ai6-1LF6gA1MazBIRGZMHU,1_70 - Story KELLY Financiamento (Brasil).mp4,1gy3PeIvU7B-SYd6FOsB0HqzScOCmskMd,CAR_BR_BR_VID_ELETRICO_SEM_ENTRADA_PV_001.mp4,977685ec7d37f92bba66674b40bb5a0a7493e80c725ceccda39f3f171f12b379,3eca6232bf884d7cb98e1069e082eddc34703720044f43c83facfbaf109d4cf8,8483674,True,True,True,PERSON,PV,ELETRICO_SEM_ENTRADA,001,CARRO ELETRICO SEM ENTRADA; R$349/MES,,https://drive.google.com/file/d/1gy3PeIvU7B-SYd6FOsB0HqzScOCmskMd/view?usp=drivesdk
2,01_READY,1oYuhfLgyqapqhWhaHYZV_PQtbnmi4QXm,2_61 - Story Financiamento (Brasil).mp4,18PaBqliqdEHeMHSaK0hLzgEwAvB2uOg2,CAR_BR_BR_VID_SUPER_OFERTA_NV_002.mp4,643b3ff757337ff5e5f1d341f749ace57fc38367fc696be0e1d7454a3e485105,c0211b4c0f18d0aad2f62575d0da83f8910b3856d1422bd36eaceb0827205f7f,11080364,True,True,True,NO_PERSON,NV,SUPER_OFERTA,002,OFERTA IMPERDIVEL; CARRO ELETRICO; R$349/MES,,https://drive.google.com/file/d/18PaBqliqdEHeMHSaK0hLzgEwAvB2uOg2/view?usp=drivesdk
3,01_READY,13uxBL--KWzTGqGBFeDr1QOjkEP0dYuyO,3_60 - Story Financiamento (Brasil).mp4,1ZiWd8YyW5ywae7J8O30uaba2J__7_aBR,CAR_BR_BR_VID_SUPER_OFERTA_PV_001.mp4,9d289fb57a5e506315bec7f41c8724860c129ca552f4185328cf9c1cfb65505c,2dd4a6fbc17dc170027a0a3974eee035c30d4990f1aad978e06b30ed83aef62d,6747920,True,True,True,PERSON,PV,SUPER_OFERTA,001,OFERTA IMPERDIVEL; CARRO ELETRICO; R$349/MES,,https://drive.google.com/file/d/1ZiWd8YyW5ywae7J8O30uaba2J__7_aBR/view?usp=drivesdk
4,01_READY,1_jdGWGdgSqR-u-RxwdtRbtwmlGR633Z7,4_59 - Story Financiamento (Brasil).mp4,15rO9t7Ye1YGqKeOtap_1rK8uvEkvjmlP,CAR_BR_BR_VID_SUPER_OFERTA_NV_003.mp4,e62bd525e774b4263f08b1745a77a4f477995b0ed9f64e1df79ed376896c28c6,9567d86e08cf034a443f3d2a3b7aca44cdf9ecf1114ac7912146a81824b40038,12279359,True,True,True,NO_PERSON,NV,SUPER_OFERTA,003,OFERTA IMPERDIVEL; CARRO ELETRICO; R$349/MES,,https://drive.google.com/file/d/15rO9t7Ye1YGqKeOtap_1rK8uvEkvjmlP/view?usp=drivesdk
5,01_READY,1SRQpCRVCd00veCmKUQhZdj_qWhecscca,5_69 - Story KELLY Financiamento (Brasil).mp4,1Ga0_FO-JSOUSx-S6g6YifmohFYJwqD4I,CAR_BR_BR_VID_ELETRICO_SEM_ENTRADA_NV_001.mp4,f5920c2b384c8a3f097ee294dae2eb42b2feb93cf4a8c7c2d974c7408f4f42dc,6174b48ac71f6c3eb664c5f8e5a63522b5fc17b8e2896b7c12ec54cfbe043b21,13714479,True,True,True,NO_PERSON,NV,ELETRICO_SEM_ENTRADA,001,CARRO ELETRICO SEM ENTRADA; R$349/MES,,https://drive.google.com/file/d/1Ga0_FO-JSOUSx-S6g6YifmohFYJwqD4I/view?usp=drivesdk
6,01_READY,181VC5olQn5cx_52aBNDSB_39c3B2-Wq_,6_63 - Story Financiamento (Brasil).mp4,1Gz1PoEc3mOJCSmyHA0l2DWvgEKHCICiO,CAR_BR_BR_VID_ELETRICO_SEM_ENTRADA_NV_002.mp4,97eb5430be62a2bcfad27062c25658e57f252eb1cc1f9ba2c047f276a4f94a7e,e607c5157387908a32383da0152d584e1520e279911a34479394a4d0a6788ace,11497797,True,True,True,NO_PERSON,NV,ELETRICO_SEM_ENTRADA,002,CARRO ELETRICO SEM ENTRADA; R$349/MES,,https://drive.google.com/file/d/1Gz1PoEc3mOJCSmyHA0l2DWvgEKHCICiO/view?usp=drivesdk
7,01_READY,1aaohKlMOR4zYp2qryOyJ7--TAlwDr6iO,7_67 - Story Financiamento (Brasil).mp4,1CsACJDV9U7-wSJjyF4ZIkWeWZ1QzpTPU,CAR_BR_BR_VID_ELETRICO_SEM_ENTRADA_PV_002.mp4,a0de46fb4001c3e60e847b1de6cdb2e04292933ce6afe947713f0b023a77599f,afcd23ac28efa448ce92e96256cbe63264778decd1ef6ef01c148b5bf9b99753,8928024,True,True,True,PERSON,PV,ELETRICO_SEM_ENTRADA,002,CARRO ELETRICO SEM ENTRADA; R$349/MES,,https://drive.google.com/file/d/1CsACJDV9U7-wSJjyF4ZIkWeWZ1QzpTPU/view?usp=drivesdk
8,05_REJECTED,1NhdL_feTh2NfWE1x5golA3cL4--oIJp8,8_Design sem nome.mp4,,,a86280271db94599f3b08c196098acd4535d2cce7147c3647e2626c5b4aa735f,,,False,,,NO_PERSON,NH,UNKNOWN,,SEM CONTEUDO VISUAL; FRAMES BRANCOS,TECHNICAL_BLANK_WHITE_VIDEO,https://drive.google.com/file/d/1NhdL_feTh2NfWE1x5golA3cL4--oIJp8/view?usp=drivesdk
9,01_READY,1BauDeIQsSQL5QQoh44oGmGJgdjG4MyKY,9_64 - Story Financiamento (Brasil).mp4,1HTBwS99Qmj9fyNOZNhe2TkCM5UHYiczN,CAR_BR_BR_VID_SUPER_OFERTA_NV_004.mp4,b81888bf177e58e04d540795447c895ebfc5f1862b1990ecd657af9a8d2572f8,ae49e3292e5420c9f178008b043ec03ef314afa4a86b506e290db278de7019d1,66084272,True,True,True,NO_PERSON,NV,SUPER_OFERTA,004,MISTO: SEM ENTRADA + OFERTA IMPERDIVEL; R$349/MES,,https://drive.google.com/file/d/1HTBwS99Qmj9fyNOZNhe2TkCM5UHYiczN/view?usp=drivesdk
10,01_READY,1ClOL8_ILnOHlkTa-udQzDVJVZVo5dUol,10_66 - Story Financiamento (Brasil).mp4,1wrzDeNM3PkVPl4ePHwZO1md_VVqsc9qS,CAR_BR_BR_VID_ELETRICO_SEM_ENTRADA_PV_003.mp4,818801dec17c5b621c047c4b5a1f73145e26d5d64cc7c90442e1de0855e3675f,4120b1ff4ed9b1a83f4f0d1ad93925fc118fd3a329fdf479e948272acc13d1ff,8792507,True,True,True,PERSON,PV,ELETRICO_SEM_ENTRADA,003,CARRO ELETRICO SEM ENTRADA; R$349/MES,,https://drive.google.com/file/d/1wrzDeNM3PkVPl4ePHwZO1md_VVqsc9qS/view?usp=drivesdk
