filename,operation,country,vertical,language,format,p_orient,placement_fit,angle,status,created_by,requested_by,source,used_by,campaign_owner,clean,source_path,clean_path,sha256_clean,md5_clean,bytes_clean,drive_file_id,drive_webViewLink,upload_status,error,notes
CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NS_001.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NS,FEED 1080x1080,SEM_ENTRADA_SCORE_BAIXO,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_da0e51a65e64.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NS_001.jpg,29c2632163ca84859b34344614a67f2e5ef2f3515aa3b4b87681fb27d837bb52,88c836e077689d6d33bebc4c73a36cb9,194351,1anudikvZIa7oOClpf6pXVZQjYhkPwlvn,https://drive.google.com/file/d/1anudikvZIa7oOClpf6pXVZQjYhkPwlvn/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_ELETRICO_SEM_ENTRADA_NV_001.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NV,STORY 1080x1920,ELETRICO_SEM_ENTRADA,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_89159d150a05.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_ELETRICO_SEM_ENTRADA_NV_001.jpg,edccb0e18cea58ccfe839b0b7e24a9aa08ba02cb235772391a421a70671ac3b3,fa7d719af5f1214d7def79205d70943e,253590,108hyxmBTBhF-MgDoBIBVjRPszzlwiQsS,https://drive.google.com/file/d/108hyxmBTBhF-MgDoBIBVjRPszzlwiQsS/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_ELETRICO_SEM_ENTRADA_NS_001.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NS,FEED 1080x1080,ELETRICO_SEM_ENTRADA,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_e530d369b41c.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_ELETRICO_SEM_ENTRADA_NS_001.jpg,480aeeea3e46746a020178f7503687215843c43e8e8fadb3c693eb969a485145,a91f672c59dffa9514b2a634cca95400,115023,157l2-N155L7QNSRAO0id2rKGM8PwLmvC,https://drive.google.com/file/d/157l2-N155L7QNSRAO0id2rKGM8PwLmvC/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_ELETRICO_SEM_ENTRADA_NV_002.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NV,STORY 1080x1920,ELETRICO_SEM_ENTRADA,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_b78a4c323670.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_ELETRICO_SEM_ENTRADA_NV_002.jpg,78dc4fb750c52ee6043aaf09d457f1ef72fcd639436cb46b0c95d0c3f4bc59f4,898b2d0498bd124244e159c64b99b953,196194,1dY7AR4aUrZf9JGPmWgz1dpTVdmB1tGbp,https://drive.google.com/file/d/1dY7AR4aUrZf9JGPmWgz1dpTVdmB1tGbp/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NV_001.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NV,STORY 1080x1920,SEM_ENTRADA_SCORE_BAIXO,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_7333c4a17626.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NV_001.jpg,5b2bf4caaee81e3d75345153301d5655ba049d9359a76726b586e659df0d4230,0a5f85d48cce13e674481b056b5b0483,299351,1nSe-oxnBpBv2jDsX2bAcF2fi-1rdaT5a,https://drive.google.com/file/d/1nSe-oxnBpBv2jDsX2bAcF2fi-1rdaT5a/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_SEM_ENTRADA_NS_001.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NS,FEED 1080x1080,SEM_ENTRADA,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_71fc3354e96f.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_SEM_ENTRADA_NS_001.jpg,94117d5861207a4aec0cd989c59070a6538b38b39103c133cb412d95a0a231de,74018abd7c8da92fe68fad96e6842597,135645,1SAKghc8ha2NxjgRXHrIK4f-aJhdGhi_m,https://drive.google.com/file/d/1SAKghc8ha2NxjgRXHrIK4f-aJhdGhi_m/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NV_002.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NV,STORY 1080x1920,SEM_ENTRADA_SCORE_BAIXO,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_6c89948dd980.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NV_002.jpg,09aec8977d4e7c9df8b294976f7eb713871070feb73ed75b5b153ae4801d3c45,841cffa1b327f7d712fd76aab11ac83e,308581,1KOvy2FozyQvSiTNQGF54K_x2NU-Pvpbz,https://drive.google.com/file/d/1KOvy2FozyQvSiTNQGF54K_x2NU-Pvpbz/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NS_002.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NS,FEED 1080x1080,SEM_ENTRADA_SCORE_BAIXO,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_ac10916ee924.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NS_002.jpg,179b5ce0cab6f4df401d75addf71f7b8ae0f85d4bd8a35344af1446f66be51d4,6b07a3007c2019513e037d317e162f60,226036,1HBRHn15liZGRJxPjzZ3FIkEQD0MeehKx,https://drive.google.com/file/d/1HBRHn15liZGRJxPjzZ3FIkEQD0MeehKx/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NV_003.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NV,STORY 1080x1920,SEM_ENTRADA_SCORE_BAIXO,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_bd1597c43fda.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NV_003.jpg,58d5b0dbb88f7f49efc836d66f122e97052c518e7ffe2072547ad0f6c66fdb11,0bca044e640ecbd4bb7e82a173e5a57e,321388,1B1IGb1Prtiu4-Ur-bknYt2rw7GL9Nb7o,https://drive.google.com/file/d/1B1IGb1Prtiu4-Ur-bknYt2rw7GL9Nb7o/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NS_003.jpg,CAR_BR_PT,BR,CAR,PT,IMG,NS,FEED 1080x1080,SEM_ENTRADA_SCORE_BAIXO,01_READY,KELLY,Kelly Nice,HUMAN_UPLOAD_DISCORD,ARES,Ares,true,/root/.hermes/profiles/legacy-creative/cache/images/img_d052cf3249bf.jpeg,/root/mgs-agent/data/legacy-creative/ready/CAR_BR_PT/IMG/01_READY/20260709-kelly-car-br-pt-images/CAR_BR_PT_IMG_SEM_ENTRADA_SCORE_BAIXO_NS_003.jpg,27c2d72379604f05826c0f56dd0f4e76c887c54315d43151e3de0a0b550cbf2b,89b3d9281cab76cc5e81baf570c05e5a,229313,1s4s96izqXVMfgSZK2gj9GSPqSXbQPp8U,https://drive.google.com/file/d/1s4s96izqXVMfgSZK2gj9GSPqSXbQPp8U/view?usp=drivesdk,uploaded_verified,,Original do Discord mantido intacto; card sem pessoa; ângulo inferido pelo claim dominante visível. Ares aplica regras de campanha/teste após consumir READY.
